PartyCode,DateTime,Cluster,record_count
51620,197006,5,28
51620,197006,6,17
51620,197006,7,44
51620,197402,0,42
51620,197402,1,20
51620,197402,2,17
51620,197402,3,20
51620,197402,4,23
51620,197402,5,26
51620,197402,6,21
51620,197402,7,21
51620,197410,0,20
51620,197410,1,12
51620,197410,2,27
51620,197410,3,30
51620,197410,4,16
51620,197410,5,36
51620,197410,6,15
51620,197410,7,66
51620,197905,0,7
51620,197905,1,8
51620,197905,2,26
51620,197905,3,5
51620,197905,4,10
51620,197905,5,39
51620,197905,6,11
51620,197905,7,39
51620,198306,0,44
51620,198306,1,29
51620,198306,2,24
51620,198306,3,15
51620,198306,4,12
51620,198306,5,24
51620,198306,6,22
51620,198306,7,36
51620,198706,0,97
51620,198706,1,35
51620,198706,2,35
51620,198706,3,30
51620,198706,4,12
51620,198706,5,31
51620,198706,6,24
51620,198706,7,39
51620,199204,0,132
51620,199204,1,75
51620,199204,2,47
51620,199204,3,66
51620,199204,4,58
51620,199204,5,28
51620,199204,6,43
51620,199204,7,78
51620,199705,0,101
51620,199705,1,53
51620,199705,2,47
51620,199705,3,59
51620,199705,4,13
51620,199705,5,28
51620,199705,6,37
51620,199705,7,60
51620,200106,0,27
51620,200106,1,12
51620,200106,2,27
51620,200106,3,22
51620,200106,4,12
51620,200106,5,44
51620,200106,6,16
51620,200106,7,66
51620,200505,0,18
51620,200505,1,10
51620,200505,2,20
51620,200505,3,20
51620,200505,4,2
51620,200505,5,22
51620,200505,6,11
51620,200505,7,33
51620,201505,0,123
51620,201505,1,41
51620,201505,2,39
51620,201505,3,56
51620,201505,4,18
51620,201505,5,30
51620,201505,6,19
51620,201505,7,58
51620,201706,0,57
51620,201706,1,81
51620,201706,2,33
51620,201706,3,57
51620,201706,4,26
51620,201706,5,32
51620,201706,6,40
51620,201706,7,71
51620,201912,0,69
51620,201912,1,48
51620,201912,2,35
51620,201912,3,46
51620,201912,4,9
51620,201912,5,7
51620,201912,6,31
51620,201912,7,56
51621,201505,0,14
51621,201505,1,10
51621,201505,2,15
51621,201505,3,7
51621,201505,4,13
51621,201505,5,22
51621,201505,6,9
51621,201505,7,12
51901,201505,0,23
51901,201505,1,31
51901,201505,2,31
51901,201505,3,59
51901,201505,4,25
51901,201505,5,16
51901,201505,6,22
51901,201505,7,37
51901,201706,0,11
51901,201706,1,5
51901,201706,2,23
51901,201706,3,7
51901,201706,4,5
51901,201706,5,30
51901,201706,6,4
51901,201706,7,15
51901,201912,0,50
51901,201912,1,14
51901,201912,2,31
51901,201912,3,42
51901,201912,4,32
51901,201912,5,43
51901,201912,6,12
51901,201912,7,29
51902,199705,0,29
51902,199705,1,15
51902,199705,2,25
51902,199705,3,11
51902,199705,4,32
51902,199705,5,18
51902,199705,6,26
51902,199705,7,26
51902,200106,0,16
51902,200106,1,11
51902,200106,2,22
51902,200106,3,16
51902,200106,4,35
51902,200106,5,9
51902,200106,6,14
51902,200106,7,25
51902,201505,0,66
51902,201505,1,50
51902,201505,2,17
51902,201505,3,10
51902,201505,4,26
51902,201505,5,10
51902,201505,6,9
51902,201505,7,36
51902,201706,0,62
51902,201706,1,13
51902,201706,2,61
51902,201706,3,9
51902,201706,4,46
51902,201706,5,37
51902,201706,6,10
51902,201706,7,44
51902,201912,0,49
51902,201912,1,13
51902,201912,2,68
51902,201912,3,7
51902,201912,4,18
51902,201912,5,43
51902,201912,6,12
51902,201912,7,52
51903,201505,0,10
51903,201505,1,6
51903,201505,3,3
51903,201505,4,6
51903,201505,5,2
51903,201505,6,4
51903,201505,7,5
51903,201706,0,6
51903,201706,1,19
51903,201706,2,21
51903,201706,3,3
51903,201706,4,14
51903,201706,5,10
51903,201706,6,13
51903,201706,7,8
51903,201912,0,19
51903,201912,1,23
51903,201912,2,26
51903,201912,3,10
51903,201912,4,21
51903,201912,5,12
51903,201912,6,14
51903,201912,7,21
51951,200106,0,17
51951,200106,1,7
51951,200106,2,59
51951,200106,3,14
51951,200106,4,16
51951,200106,5,22
51951,200106,6,20
51951,200106,7,51
51951,201505,0,82
51951,201505,1,6
51951,201505,2,74
51951,201505,3,29
51951,201505,4,14
51951,201505,5,94
51951,201505,6,9
51951,201505,7,44
51951,201706,0,79
51951,201706,1,6
51951,201706,2,79
51951,201706,3,28
51951,201706,4,6
51951,201706,5,85
51951,201706,6,12
51951,201706,7,40
55110,200605,1,11
55110,200605,2,58
55110,200605,3,16
55110,200605,4,61
55110,200605,5,53
55110,200605,6,20
55110,200605,7,20
55110,201105,0,7
55110,201105,1,23
55110,201105,2,65
55110,201105,3,36
55110,201105,4,80
55110,201105,5,77
55110,201105,6,28
55110,201105,7,30
55110,201605,0,13
55110,201605,1,30
55110,201605,2,92
55110,201605,3,44
55110,201605,4,95
55110,201605,5,71
55110,201605,6,25
55110,201605,7,46
55321,200605,0,24
55321,200605,1,34
55321,200605,2,28
55321,200605,3,59
55321,200605,4,48
55321,200605,5,24
55321,200605,6,29
55321,200605,7,32
55321,201105,0,11
55321,201105,1,12
55321,201105,2,8
55321,201105,3,11
55321,201105,4,15
55321,201105,5,6
55321,201105,6,10
55321,201105,7,5
55321,201605,0,12
55321,201605,1,6
55321,201605,2,25
55321,201605,3,15
55321,201605,4,21
55321,201605,5,41
55321,201605,6,17
55321,201605,7,23
55322,200605,0,8
55322,200605,1,58
55322,200605,2,35
55322,200605,3,67
55322,200605,4,88
55322,200605,5,32
55322,200605,6,44
55322,200605,7,34
55322,201105,0,9
55322,201105,1,7
55322,201105,2,13
55322,201105,3,3
55322,201105,4,10
55322,201105,5,11
55322,201105,6,7
55322,201105,7,17
55322,201605,2,11
55322,201605,3,1
55322,201605,4,2
55322,201605,5,2
55322,201605,6,2
55322,201605,7,2
55340,201605,0,8
55340,201605,1,15
55340,201605,2,22
55340,201605,3,19
55340,201605,4,26
55340,201605,5,11
55340,201605,6,14
55340,201605,7,8
55422,200605,1,7
55422,200605,2,2
55422,200605,4,1
55422,200605,5,1
55422,200605,6,9
55422,201105,1,10
55422,201105,2,10
55422,201105,3,3
55422,201105,4,5
55422,201105,5,1
55422,201105,6,5
55422,201105,7,8
55422,201605,0,4
55422,201605,1,4
55422,201605,2,9
55422,201605,3,1
55422,201605,4,4
55422,201605,5,1
55422,201605,6,2
55422,201605,7,3
55430,200605,0,14
55430,200605,1,36
55430,200605,2,25
55430,200605,3,37
55430,200605,4,58
55430,200605,5,56
55430,200605,6,29
55430,200605,7,24
55430,201105,1,4
55430,201105,2,7
55430,201105,3,7
55430,201105,4,10
55430,201105,5,10
55430,201105,6,5
55430,201105,7,13
55610,201605,0,1
55610,201605,1,5
55610,201605,2,13
55610,201605,3,3
55610,201605,5,10
55610,201605,6,13
55610,201605,7,2
55711,200605,0,14
55711,200605,1,45
55711,200605,2,29
55711,200605,3,62
55711,200605,4,94
55711,200605,5,29
55711,200605,6,23
55711,200605,7,31
55711,201105,0,2
55711,201105,1,2
55711,201105,2,5
55711,201105,4,3
55711,201105,5,3
55711,201105,6,3
55711,201105,7,3
55711,201605,0,45
55711,201605,1,88
55711,201605,2,53
55711,201605,3,32
55711,201605,4,19
55711,201605,5,70
55711,201605,6,84
55711,201605,7,28
55720,201605,1,1
55720,201605,2,8
55720,201605,5,2
55720,201605,6,1
55720,201605,7,1
61320,196011,0,27
61320,196011,1,24
61320,196011,2,49
61320,196011,3,16
61320,196011,4,23
61320,196011,5,51
61320,196011,6,31
61320,196011,7,40
61320,196411,0,4
61320,196411,1,17
61320,196411,2,14
61320,196411,3,6
61320,196411,4,5
61320,196411,5,3
61320,196411,6,26
61320,196411,7,3
61320,196811,0,27
61320,196811,1,52
61320,196811,2,33
61320,196811,3,28
61320,196811,4,18
61320,196811,5,18
61320,196811,6,34
61320,196811,7,24
61320,197211,0,18
61320,197211,1,27
61320,197211,2,99
61320,197211,3,49
61320,197211,4,36
61320,197211,5,77
61320,197211,6,45
61320,197211,7,62
61320,197611,0,26
61320,197611,1,14
61320,197611,2,63
61320,197611,3,20
61320,197611,4,16
61320,197611,5,36
61320,197611,6,48
61320,197611,7,69
61320,198011,0,66
61320,198011,1,72
61320,198011,2,93
61320,198011,3,69
61320,198011,4,77
61320,198011,5,56
61320,198011,6,72
61320,198011,7,64
61320,198411,0,61
61320,198411,1,70
61320,198411,2,145
61320,198411,3,44
61320,198411,4,21
61320,198411,5,132
61320,198411,6,85
61320,198411,7,99
61320,198811,2,6
61320,198811,3,5
61320,198811,5,3
61320,198811,6,5
61320,198811,7,5
61320,199211,0,11
61320,199211,1,16
61320,199211,2,23
61320,199211,3,22
61320,199211,4,7
61320,199211,5,16
61320,199211,6,17
61320,199211,7,24
61320,199611,0,60
61320,199611,1,20
61320,199611,2,51
61320,199611,3,29
61320,199611,4,4
61320,199611,5,33
61320,199611,6,42
61320,199611,7,29
61320,200011,0,59
61320,200011,1,43
61320,200011,2,74
61320,200011,3,65
61320,200011,4,13
61320,200011,5,38
61320,200011,6,44
61320,200011,7,46
61320,200411,0,31
61320,200411,1,39
61320,200411,2,56
61320,200411,3,40
61320,200411,4,15
61320,200411,5,36
61320,200411,6,61
61320,200411,7,42
61320,200811,0,38
61320,200811,1,40
61320,200811,2,68
61320,200811,3,58
61320,200811,4,17
61320,200811,5,41
61320,200811,6,61
61320,200811,7,59
61320,201211,0,54
61320,201211,1,48
61320,201211,2,51
61320,201211,3,41
61320,201211,4,13
61320,201211,5,34
61320,201211,6,57
61320,201211,7,49
61320,201611,0,19
61320,201611,1,27
61320,201611,2,78
61320,201611,3,58
61320,201611,4,7
61320,201611,5,49
61320,201611,6,53
61320,201611,7,61
61320,202011,0,51
61320,202011,1,37
61320,202011,2,144
61320,202011,3,72
61320,202011,4,12
61320,202011,5,69
61320,202011,6,48
61320,202011,7,94
61620,196011,0,11
61620,196011,1,21
61620,196011,2,29
61620,196011,3,15
61620,196011,4,16
61620,196011,5,6
61620,196011,6,42
61620,196011,7,17
61620,196411,0,1
61620,196411,1,3
61620,196411,2,34
61620,196411,3,1
61620,196411,4,3
61620,196411,5,34
61620,196411,6,21
61620,196411,7,5
61620,196811,0,9
61620,196811,1,26
61620,196811,2,23
61620,196811,3,12
61620,196811,4,4
61620,196811,5,33
61620,196811,6,23
61620,196811,7,20
61620,197211,0,92
61620,197211,1,40
61620,197211,2,42
61620,197211,3,29
61620,197211,4,17
61620,197211,5,49
61620,197211,6,56
61620,197211,7,49
61620,197611,0,21
61620,197611,1,26
61620,197611,2,68
61620,197611,3,18
61620,197611,4,16
61620,197611,5,42
61620,197611,6,78
61620,197611,7,43
61620,198011,0,51
61620,198011,1,34
61620,198011,2,109
61620,198011,3,20
61620,198011,4,17
61620,198011,5,125
61620,198011,6,66
61620,198011,7,82
61620,198411,0,86
61620,198411,1,43
61620,198411,2,88
61620,198411,3,34
61620,198411,4,9
61620,198411,5,63
61620,198411,6,93
61620,198411,7,66
61620,198811,0,82
61620,198811,1,79
61620,198811,2,133
61620,198811,3,64
61620,198811,4,20
61620,198811,5,61
61620,198811,6,97
61620,198811,7,92
61620,199211,0,69
61620,199211,1,48
61620,199211,2,122
61620,199211,3,45
61620,199211,4,9
61620,199211,5,79
61620,199211,6,77
61620,199211,7,86
61620,199611,0,43
61620,199611,1,31
61620,199611,2,136
61620,199611,3,12
61620,199611,4,8
61620,199611,5,70
61620,199611,6,75
61620,199611,7,55
61620,200011,0,53
61620,200011,1,48
61620,200011,2,140
61620,200011,3,43
61620,200011,4,21
61620,200011,5,80
61620,200011,6,111
61620,200011,7,81
61620,200411,0,124
61620,200411,1,73
61620,200411,2,100
61620,200411,3,62
61620,200411,4,16
61620,200411,5,48
61620,200411,6,137
61620,200411,7,54
61620,200811,0,17
61620,200811,1,29
61620,200811,2,103
61620,200811,3,37
61620,200811,4,10
61620,200811,5,31
61620,200811,6,61
61620,200811,7,59
61620,201211,0,27
61620,201211,1,28
61620,201211,2,132
61620,201211,3,31
61620,201211,4,10
61620,201211,5,63
61620,201211,6,81
61620,201211,7,68
61620,201611,0,33
61620,201611,1,40
61620,201611,2,199
61620,201611,3,34
61620,201611,4,11
61620,201611,5,100
61620,201611,6,74
61620,201611,7,52
61620,202011,0,33
61620,202011,1,40
61620,202011,2,200
61620,202011,3,34
61620,202011,4,10
61620,202011,5,100
61620,202011,6,74
61620,202011,7,52
74210,201506,0,14
74210,201506,1,2
74210,201506,2,114
74210,201506,3,68
74210,201506,4,26
74210,201506,5,14
74210,201506,6,50
74210,201506,7,74
74210,201511,0,8
74210,201511,1,5
74210,201511,2,63
74210,201511,3,42
74210,201511,4,12
74210,201511,5,16
74210,201511,6,29
74210,201511,7,27
74210,201806,0,24
74210,201806,1,4
74210,201806,2,76
74210,201806,3,27
74210,201806,4,7
74210,201806,5,31
74210,201806,6,29
74210,201806,7,33
74321,201106,0,33
74321,201106,1,88
74321,201106,2,77
74321,201106,3,103
74321,201106,4,41
74321,201106,5,16
74321,201106,6,104
74321,201106,7,55
74321,201506,0,42
74321,201506,1,143
74321,201506,2,146
74321,201506,3,137
74321,201506,4,91
74321,201506,5,28
74321,201506,6,134
74321,201506,7,113
74321,201511,0,57
74321,201511,1,159
74321,201511,2,185
74321,201511,3,161
74321,201511,4,96
74321,201511,5,60
74321,201511,6,140
74321,201511,7,114
74321,201806,0,86
74321,201806,1,74
74321,201806,2,146
74321,201806,3,85
74321,201806,4,57
74321,201806,5,80
74321,201806,6,79
74321,201806,7,102
74325,201106,0,3
74325,201106,2,18
74325,201106,3,4
74325,201106,4,7
74325,201106,5,2
74325,201106,6,7
74325,201106,7,6
74326,200707,1,1
74326,200707,2,17
74326,200707,4,1
74326,200707,5,9
74326,200707,6,8
74326,200707,7,1
74628,200211,0,19
74628,200211,1,50
74628,200211,2,33
74628,200211,3,21
74628,200211,4,47
74628,200211,5,47
74628,200211,6,31
74628,200211,7,62
74628,200707,0,207
74628,200707,1,191
74628,200707,2,32
74628,200707,3,62
74628,200707,4,76
74628,200707,5,17
74628,200707,6,94
74628,200707,7,68
74628,201106,0,379
74628,201106,1,283
74628,201106,2,51
74628,201106,3,114
74628,201106,4,125
74628,201106,5,37
74628,201106,6,141
74628,201106,7,64
74628,201506,0,402
74628,201506,1,362
74628,201506,2,63
74628,201506,3,113
74628,201506,4,181
74628,201506,5,9
74628,201506,6,116
74628,201506,7,75
74628,201511,0,410
74628,201511,1,355
74628,201511,2,54
74628,201511,3,138
74628,201511,4,192
74628,201511,5,12
74628,201511,6,121
74628,201511,7,87
74628,201806,0,662
74628,201806,1,401
74628,201806,2,61
74628,201806,3,197
74628,201806,4,194
74628,201806,5,17
74628,201806,6,120
74628,201806,7,97
74640,201806,0,52
74640,201806,1,94
74640,201806,2,81
74640,201806,3,94
74640,201806,4,100
74640,201806,5,6
74640,201806,6,62
74640,201806,7,104
74710,195405,2,6
74710,195405,4,2
74710,195405,6,4
74710,195405,7,2
74712,196110,1,13
74712,196110,2,20
74712,196110,3,14
74712,196110,4,17
74712,196110,5,3
74712,196110,6,26
74712,196110,7,14
74712,196510,0,1
74712,196510,1,27
74712,196510,2,17
74712,196510,3,11
74712,196510,4,19
74712,196510,5,14
74712,196510,6,24
74712,196510,7,21
74712,196910,0,9
74712,196910,1,9
74712,196910,2,26
74712,196910,3,10
74712,196910,4,12
74712,196910,5,32
74712,196910,6,20
74712,196910,7,32
74712,199512,0,6
74712,199512,1,15
74712,199512,2,24
74712,199512,3,11
74712,199512,4,9
74712,199512,5,5
74712,199512,6,20
74712,199512,7,18
74712,200211,0,12
74712,200211,1,68
74712,200211,2,34
74712,200211,3,30
74712,200211,4,53
74712,200211,5,20
74712,200211,6,37
74712,200211,7,71
74712,200707,0,17
74712,200707,1,78
74712,200707,2,49
74712,200707,3,30
74712,200707,4,57
74712,200707,5,17
74712,200707,6,47
74712,200707,7,59
74712,201106,0,31
74712,201106,1,154
74712,201106,2,84
74712,201106,3,56
74712,201106,4,94
74712,201106,5,7
74712,201106,6,107
74712,201106,7,90
74712,201506,0,42
74712,201506,1,138
74712,201506,2,78
74712,201506,3,59
74712,201506,4,73
74712,201506,5,15
74712,201506,6,82
74712,201506,7,115
74712,201511,0,40
74712,201511,1,157
74712,201511,2,97
74712,201511,3,58
74712,201511,4,81
74712,201511,5,25
74712,201511,6,85
74712,201511,7,109
74712,201806,0,5
74712,201806,1,42
74712,201806,2,52
74712,201806,3,14
74712,201806,4,37
74712,201806,5,12
74712,201806,6,85
74712,201806,7,14
74717,201806,0,41
74717,201806,1,54
74717,201806,2,76
74717,201806,3,39
74717,201806,4,34
74717,201806,5,71
74717,201806,6,58
74717,201806,7,54
80061,201410,1,2
80061,201410,2,1
80061,201410,3,5
80061,201410,4,6
80061,201410,6,2
80061,201410,7,9
80062,201410,0,3
80062,201410,1,2
80062,201410,2,29
80062,201410,3,6
80062,201410,4,18
80062,201410,5,17
80062,201410,6,7
80062,201410,7,12
80071,201703,0,2
80071,201703,2,7
80071,201703,3,2
80071,201703,4,1
80071,201703,6,2
80071,201703,7,2
80220,199412,0,2
80220,199412,1,8
80220,199412,2,18
80220,199412,3,8
80220,199412,4,12
80220,199412,5,16
80220,199412,6,19
80220,199412,7,18
80220,201305,0,14
80220,201305,1,10
80220,201305,2,15
80220,201305,3,12
80220,201305,4,17
80220,201305,5,11
80220,201305,6,4
80220,201305,7,16
80221,201410,0,1
80221,201410,1,7
80221,201410,2,9
80221,201410,3,4
80221,201410,4,8
80221,201410,5,4
80221,201410,6,4
80221,201410,7,6
80221,201703,0,13
80221,201703,1,10
80221,201703,2,4
80221,201703,3,5
80221,201703,4,10
80221,201703,5,1
80221,201703,6,11
80221,201703,7,6
80330,201410,0,1
80330,201410,1,4
80330,201410,2,4
80330,201410,3,2
80330,201410,4,10
80330,201410,5,3
80330,201410,6,1
80330,201410,7,3
80410,199412,0,4
80410,199412,1,9
80410,199412,2,23
80410,199412,3,7
80410,199412,4,27
80410,199412,5,48
80410,199412,6,7
80410,199412,7,25
80510,200907,0,5
80510,200907,1,48
80510,200907,2,7
80510,200907,3,23
80510,200907,4,86
80510,200907,5,14
80510,200907,6,23
80510,200907,7,16
80510,201305,0,124
80510,201305,1,164
80510,201305,2,25
80510,201305,3,53
80510,201305,4,142
80510,201305,5,33
80510,201305,6,35
80510,201305,7,61
80510,201410,0,10
80510,201410,1,47
80510,201410,2,9
80510,201410,3,14
80510,201410,4,37
80510,201410,5,8
80510,201410,6,13
80510,201410,7,15
80510,201703,0,25
80510,201703,1,55
80510,201703,2,21
80510,201703,3,32
80510,201703,4,83
80510,201703,5,3
80510,201703,6,13
80510,201703,7,21
80630,201410,1,14
80630,201410,2,7
80630,201410,3,17
80630,201410,4,22
80630,201410,5,5
80630,201410,6,20
80630,201410,7,16
80640,201703,0,2
80640,201703,1,4
80640,201703,2,4
80640,201703,3,4
80640,201703,4,7
80640,201703,7,3
80710,200907,0,4
80710,200907,2,8
80710,200907,3,2
80710,200907,4,7
80710,200907,5,9
80710,200907,6,2
80710,200907,7,10
80710,201305,0,147
80710,201305,1,25
80710,201305,2,81
80710,201305,3,18
80710,201305,4,84
80710,201305,5,174
80710,201305,6,17
80710,201305,7,60
80710,201410,0,6
80710,201410,1,1
80710,201410,2,4
80710,201410,4,1
80710,201410,5,13
80710,201410,6,2
80710,201410,7,1
80811,199412,0,1
80811,199412,1,4
80811,199412,2,8
80811,199412,3,7
80811,199412,4,37
80811,199412,5,3
80811,199412,6,2
80811,199412,7,9
80951,199412,0,1
80951,199412,1,10
80951,199412,2,3
80951,199412,3,3
80951,199412,4,5
80951,199412,5,1
80951,199412,6,13
80951,199412,7,12
80951,201305,1,5
80951,201305,2,3
80951,201305,3,2
80951,201305,4,6
80951,201305,5,2
80951,201305,6,7
80951,201305,7,3
80951,201703,0,7
80951,201703,1,7
80951,201703,2,5
80951,201703,3,2
80951,201703,4,11
80951,201703,5,2
80951,201703,6,1
80951,201703,7,4
